message,Jumlah
Sensor Added: current zxa10 1.1.0 Current Card PRWH,1
Sensor Added: current zxa10 1.1.11 Current Card SCXNT00,1
Sensor Added: dbm cisco-entity-sensor 300072173 Ethernet1/42 Lane 1 Transceiver Receive Power,1
ifDescr:  -> ppp345,1
ifDescr:  -> ppp346,1
ifDescr:  -> ppp347,1
ifDescr:  -> ppp348,1
ifDescr:  -> ppp349,1
Sensor Added: dbm cisco-entity-sensor 300072174 Ethernet1/42 Lane 1 Transceiver Transmit Power,1
Sensor Added: dbm cisco-entity-sensor 300075693 Ethernet1/44 Lane 1 Transceiver Receive Power,1
Sensor Added: dbm cisco-entity-sensor 300075694 Ethernet1/44 Lane 1 Transceiver Transmit Power,1
Sensor Added: dbm routeros mtxrOpticalRxPower.4 sfp4 Rx,1
Sensor Added: dbm routeros mtxrOpticalTxPower.4 sfp4 Tx,1
Sensor Added: fanspeed qnap systemPowerFanSpeed.1 PSU 1,1
Sensor Added: fanspeed qnap systemPowerFanSpeed.2 PSU 2,1
Sensor Added: fanspeed qnap systemPowerFanSpeed.3 PSU 1,1
ifDescr:  -> ppp357,1
ifDescr:  -> ppp358,1
Sensor Added: fanspeed qnap systemPowerFanSpeed.4 PSU 1,1
Sensor Added: power zxa10 1.1.0 Power Consumption Card PRWH,1
Sensor Added: power zxa10 1.1.11 Power Consumption Card SCXNT00,1
ifDescr:  -> ppp361,1
Sensor Added: state mtxrOpticalRxLoss mtxrOpticalRxLoss.4 sfp4 Rx,1
ifDescr:  -> ppp363,1
ifDescr:  -> ppp364,1
Sensor Added: state mtxrOpticalTxFault mtxrOpticalTxFault.4 sfp4 Tx,1
ifDescr:  -> ppp366,1
Sensor Added: state systemPowerStatus systemPowerStatus.1 PSU 1,1
ifDescr:  -> ppp368,1
ifDescr:  -> ppp369,1
ifDescr:  -> ppp37,1
Sensor Added: state systemPowerStatus systemPowerStatus.2 PSU 2,1
ifDescr:  -> ppp371,1
Sensor Added: state systemPowerStatus systemPowerStatus.3 PSU 3,1
ifDescr:  -> ppp373,1
ifDescr:  -> ppp374,1
ifDescr:  -> ppp375,1
Sensor Added: state systemPowerStatus systemPowerStatus.4 PSU 4,1
Sensor Added: temperature cisco-entity-sensor 300072167 Ethernet1/42 Lane 1 Transceiver,1
ifDescr:  -> ppp378,1
Sensor Added: temperature cisco-entity-sensor 300075687 Ethernet1/44 Lane 1 Transceiver,1
Sensor Added: temperature lmsensors 1 Package id 0,1
ifDescr:  -> ppp380,1
ifDescr:  -> ppp381,1
Sensor Added: temperature lmsensors 10 Core 32,1
Sensor Added: temperature lmsensors 11 Core 33,1
Sensor Added: temperature lmsensors 12 Core 34,1
Sensor Added: temperature lmsensors 13 Core 35,1
Sensor Added: temperature lmsensors 14 Core 36,1
ifDescr:  -> ppp387,1
ifDescr:  -> ppp388,1
Sensor Added: temperature lmsensors 15 Core 37,1
Sensor Added: temperature lmsensors 16 Core 38,1
Sensor Added: temperature lmsensors 17 Core 39,1
ifDescr:  -> ppp391,1
ifDescr:  -> ppp392,1
ifDescr:  -> ppp393,1
Sensor Added: temperature lmsensors 18 Core 40,1
Sensor Added: temperature lmsensors 19 Core 41,1
ifDescr:  -> ppp396,1
ifDescr:  -> ppp397,1
ifDescr:  -> ppp398,1
Sensor Added: temperature lmsensors 2 Core 0,1
Sensor Added: temperature lmsensors 20 Core 42,1
Sensor Added: temperature lmsensors 21 Core 43,1
ifDescr:  -> ppp400,1
Sensor Added: temperature lmsensors 3 Core 4,1
ifDescr:  -> ppp402,1
ifDescr:  -> ppp403,1
Sensor Added: temperature lmsensors 4 Core 8,1
Sensor Added: temperature lmsensors 5 Core 12,1
Sensor Added: temperature lmsensors 6 Core 16,1
Sensor Added: temperature lmsensors 7 Core 20,1
ifDescr:  -> ppp408,1
ifDescr:  -> ppp409,1
Sensor Added: temperature lmsensors 8 Core 24,1
ifDescr:  -> ppp410,1
ifDescr:  -> ppp411,1
ifDescr:  -> ppp412,1
ifDescr:  -> ppp413,1
ifDescr:  -> ppp414,1
ifDescr:  -> ppp415,1
ifDescr:  -> ppp416,1
ifDescr:  -> ppp417,1
ifDescr:  -> ppp418,1
ifDescr:  -> ppp419,1
Sensor Added: temperature lmsensors 9 Core 28,1
ifDescr:  -> ppp420,1
ifDescr:  -> ppp421,1
Sensor Added: temperature qnap cpuTemp.0 CPU,1
Sensor Added: temperature routeros mtxrOpticalTemperature.4 sfp4,1
ifDescr:  -> ppp45,1
ifDescr:  -> ppp46,1
Sensor Added: temperature zxa10 1.1.0 Temp Card PRWG,1
Sensor Added: temperature zxa10 1.1.1 Temp Card PRWG,1
Sensor Added: voltage cisco-entity-sensor 300072163 Ethernet1/42 Lane 1 Transceiver Voltage,1
Sensor Added: voltage cisco-entity-sensor 300075683 Ethernet1/44 Lane 1 Transceiver Voltage,1
Sensor Added: voltage routeros mtxrOpticalSupplyVoltage.4 sfp4,1
Sensor Added: voltage zxa10 1.1.0 Voltage Card PRWH,1
Sensor Added: voltage zxa10 1.1.11 Voltage Card SCXNT00,1
Sensor Updated: temperature zxa10 1.1.10 Temp Card SCXNT00,1
Sensor Updated: temperature zxa10 1.1.11 Temp Card SCXNT00,1
Server - ApiBCA Production 1.1 (State) -> 1,1
Server - MoniBackend (GuestOS) -> Linux 6.8.0-124-generic Ubuntu 24.04.4 LTS Ubuntu 24.04 24.04.4 LTS (Noble Numbat),1
State sensor PowerSupply-2 Fan-1 has changed from down(3) to up (2),1
State sensor PowerSupply-2 Fan-1 has changed from up(2) to down (3),1
ifDescr:  -> ppp60,1
ifDescr:  -> ppp62,1
State sensor PowerSupply-2 has changed from off (environmental)(5) to on (2),1
State sensor PowerSupply-2 has changed from on(2) to off (environmental) (5),1
State sensor psu2-state has changed from fail(1) to ok (0),1
State sensor psu2-state has changed from ok(0) to fail (1),1
State sensor sfp4 Rx has changed from yes(1) to no (0),1
Temperature above threshold: -25 °C (> -980 °C),1
ifDescr:  -> ppp69,1
Temperature above threshold: -29 °C (> -980 °C),1
Temperature above threshold: -30 °C (> -980 °C),1
ifDescr:  -> ppp71,1
ifDescr:  -> ppp72,1
Temperature above threshold: -31 °C (> -980 °C),1
ifDescr:  -> ppp76,1
Temperature above threshold: -34 °C (> -980 °C),1
Temperature above threshold: -35 °C (> -980 °C),1
Temperature above threshold: -41 °C (> -980 °C),1
Temperature above threshold: -7 °C (> -980 °C),1
Temperature above threshold: 41 °C (> 40 °C),1
Temperature above threshold: 42 °C (> 40 °C),1
Temperature above threshold: 51 °C (> 49 °C),1
Temperature above threshold: 52 °C (> 49 °C),1
Temperature above threshold: 53 °C (> 49 °C),1
Temperature above threshold: 57 °C (> 49 °C),1
Temperature above threshold: 59 °C (> 46 °C),1
Temperature above threshold: 59 °C (> 55 °C),1
Temperature above threshold: 60 °C (> 49 °C),1
Temperature under threshold: -1000 °C (< 22 °C),1
Temperature under threshold: 0 °C (< 18 °C),1
Temperature under threshold: 0 °C (< 23 °C),1
ifDescr:  -> ppp94,1
Temperature under threshold: 0 °C (< 37 °C),1
Temperature under threshold: 0 °C (< 41 °C),1
ifDescr:  -> ppp97,1
Temperature under threshold: 29 °C (< 33 °C),1
Virtual Machine added: Server - 71.220 (16384 GB / 16 vCPU),1
ifDescr:  -> sfp4,1
ifDescr:  -> veth0095b5b,1
ifDescr:  -> veth0116feb,1
ifDescr:  -> veth0220954,1
ifDescr:  -> veth02ce483,1
ifDescr:  -> veth03cb0b7,1
ifDescr:  -> veth03ce291,1
ifDescr:  -> veth0646021,1
ifDescr:  -> veth065b90a,1
ifDescr:  -> veth0818770,1
ifDescr:  -> veth09e2aee,1
ifDescr:  -> veth0ba2029,1
ifDescr:  -> veth0bca8da,1
ifDescr:  -> veth0bfaae1,1
ifDescr:  -> veth0c9fd9f,1
ifDescr:  -> veth0cca332,1
ifDescr:  -> veth0d9314d,1
ifDescr:  -> veth0ddf6d4,1
ifDescr:  -> veth100e996,1
ifDescr:  -> veth10e8980,1
ifDescr:  -> veth1149328,1
ifDescr:  -> veth1232627,1
ifDescr:  -> veth1265120,1
ifDescr:  -> veth13718ce,1
ifDescr:  -> veth13d33e3,1
ifDescr:  -> veth145d98b,1
ifDescr:  -> veth14d13fd,1
ifDescr:  -> veth16ca4f0,1
ifDescr:  -> veth16d6050,1
ifDescr:  -> veth172355a,1
ifDescr:  -> veth1781a3a,1
ifDescr:  -> veth17d76a4,1
ifDescr:  -> veth1805b30,1
ifDescr:  -> veth18880f1,1
ifDescr:  -> veth18a96c3,1
ifDescr:  -> veth1a64905,1
ifDescr:  -> veth1bf96c5,1
ifDescr:  -> veth1d162a0,1
ifDescr:  -> veth1e0e5b5,1
ifDescr:  -> veth1f1b75c,1
ifDescr:  -> veth1fbc22e,1
ifDescr:  -> veth20b7808,1
ifDescr:  -> veth2184d14,1
ifDescr:  -> veth21e056e,1
ifDescr:  -> veth21e4774,1
ifDescr:  -> veth239370b,1
ifDescr:  -> veth2442dc3,1
ifDescr:  -> veth245207d,1
ifDescr:  -> veth24fdce2,1
ifDescr:  -> veth26e40c2,1
ifDescr:  -> veth2705bf4,1
ifDescr:  -> veth27cea92,1
ifDescr:  -> veth288997a,1
ifDescr:  -> veth2b84487,1
ifDescr:  -> veth2b92620,1
ifDescr:  -> veth2c44c1b,1
ifDescr:  -> veth2d0ed07,1
ifDescr:  -> veth2d6ec1b,1
ifDescr:  -> veth2d8502d,1
ifDescr:  -> veth2de09b0,1
ifDescr:  -> veth2eb2c76,1
ifDescr:  -> veth2ee859d,1
ifDescr:  -> veth2f6fc4d,1
ifDescr:  -> veth34814a7,1
ifDescr:  -> veth34b03dd,1
ifDescr:  -> veth352f3a8,1
ifDescr:  -> veth3554660,1
ifDescr:  -> veth359ea1a,1
ifDescr:  -> veth35dcfe8,1
ifDescr:  -> veth35e5257,1
ifDescr:  -> veth37387ad,1
ifDescr:  -> veth3a52907,1
ifDescr:  -> veth3a5372e,1
ifDescr:  -> veth3acc0ed,1
ifDescr:  -> veth3b7b84b,1
ifDescr:  -> veth3b8b479,1
ifDescr:  -> veth3c33029,1
ifDescr:  -> veth3d054db,1
ifDescr:  -> veth3d2b94a,1
ifDescr:  -> veth3dbfb35,1
ifDescr:  -> veth3f456b0,1
ifDescr:  -> veth403bfcd,1
ifDescr:  -> veth408e569,1
ifDescr:  -> veth4144a1b,1
ifDescr:  -> veth4286c4f,1
ifDescr:  -> veth4352dd5,1
ifDescr:  -> veth4367a0c,1
ifDescr:  -> veth4433400,1
ifDescr:  -> veth45159b7,1
ifDescr:  -> veth4594dfe,1
ifDescr:  -> veth46af24f,1
ifDescr:  -> veth47151e9,1
ifDescr:  -> veth4a7b9e6,1
ifDescr:  -> veth4ba776d,1
ifDescr:  -> veth4bec1be,1
ifDescr:  -> veth4bf273b,1
ifDescr:  -> veth4c013f3,1
ifDescr:  -> veth4ca63a6,1
ifDescr:  -> veth4cbf49c,1
ifDescr:  -> veth4d5c97f,1
ifDescr:  -> veth4d76346,1
ifDescr:  -> veth4d8a0bf,1
ifDescr:  -> veth4dfac53,1
ifDescr:  -> veth4e7e786,1
ifDescr:  -> veth4f1f309,1
ifDescr:  -> veth5088412,1
ifDescr:  -> veth5223341,1
ifDescr:  -> veth52bec62,1
ifDescr:  -> veth53079c5,1
ifDescr:  -> veth543927e,1
ifDescr:  -> veth5444106,1
ifDescr:  -> veth5444fbb,1
ifDescr:  -> veth553bfe1,1
ifDescr:  -> veth55f4a84,1
ifDescr:  -> veth56a6bf6,1
ifDescr:  -> veth57a2d35,1
ifDescr:  -> veth5837fd2,1
ifDescr:  -> veth5854f3c,1
ifDescr:  -> veth58b07fc,1
ifDescr:  -> veth592ffd7,1
ifDescr:  -> veth5a73b9d,1
ifDescr:  -> veth5add754,1
ifDescr:  -> veth5b8f937,1
ifDescr:  -> veth5c32807,1
ifDescr:  -> veth5e3407c,1
ifDescr:  -> veth5e8c6f7,1
ifDescr:  -> veth5eb475c,1
ifDescr:  -> veth5f6db76,1
ifDescr:  -> veth5f89b1f,1
ifDescr:  -> veth6131752,1
ifDescr:  -> veth6135996,1
ifDescr:  -> veth6156afa,1
ifDescr:  -> veth617b2a7,1
ifDescr:  -> veth63afe4e,1
ifDescr:  -> veth6424290,1
ifDescr:  -> veth64ab041,1
ifDescr:  -> veth6661b21,1
ifDescr:  -> veth66e6b70,1
ifDescr:  -> veth66e8530,1
ifDescr:  -> veth676942e,1
ifDescr:  -> veth68284cc,1
ifDescr:  -> veth6829a6a,1
ifDescr:  -> veth684374b,1
ifDescr:  -> veth68d613b,1
ifDescr:  -> veth68e906e,1
ifDescr:  -> veth691b0d5,1
ifDescr:  -> veth695dad4,1
ifDescr:  -> veth6978a36,1
ifDescr:  -> veth69baf84,1
ifDescr:  -> veth6a8f573,1
ifDescr:  -> veth6c33d3e,1
ifDescr:  -> veth6d33522,1
ifDescr:  -> veth6d8b1e5,1
ifDescr:  -> veth6e9f205,1
ifDescr:  -> veth7060a42,1
ifDescr:  -> veth70f6746,1
ifDescr:  -> veth710e3bc,1
ifDescr:  -> veth71169b3,1
ifDescr:  -> veth727496f,1
ifDescr:  -> veth7421703,1
ifDescr:  -> veth782041f,1
ifDescr:  -> veth79cd6a8,1
ifDescr:  -> veth79f00a7,1
ifDescr:  -> veth7a7369f,1
ifDescr:  -> veth7b22466,1
ifDescr:  -> veth7b854ef,1
ifDescr:  -> veth7cf7761,1
ifDescr:  -> veth7d6cbf6,1
ifDescr:  -> veth7e9dea2,1
ifDescr:  -> veth7f4d8ba,1
ifDescr:  -> veth7f6c660,1
ifDescr:  -> veth80f50cb,1
ifDescr:  -> veth8173263,1
ifDescr:  -> veth81bc3b0,1
ifDescr:  -> veth82a3abd,1
ifDescr:  -> veth82a743c,1
ifDescr:  -> veth83c224a,1
ifDescr:  -> veth858bb5e,1
ifDescr:  -> veth86d07dc,1
ifDescr:  -> veth86f784f,1
ifDescr:  -> veth87a5b33,1
ifDescr:  -> veth8827c6c,1
ifDescr:  -> veth89e5de6,1
ifDescr:  -> veth8a494a0,1
ifDescr:  -> veth8b5e7df,1
ifDescr:  -> veth8d63a07,1
ifDescr:  -> veth8fd2162,1
ifDescr:  -> veth903d69c,1
ifDescr:  -> veth90d725f,1
ifDescr:  -> veth913a2f0,1
ifDescr:  -> veth91f7d88,1
ifDescr:  -> veth92a15e7,1
ifDescr:  -> veth92a4476,1
ifDescr:  -> veth932f9ce,1
ifDescr:  -> veth939ecff,1
ifDescr:  -> veth94782bb,1
ifDescr:  -> veth947f7c2,1
ifDescr:  -> veth94b1a73,1
ifDescr:  -> veth9535f23,1
ifDescr:  -> veth95bb189,1
ifDescr:  -> veth970d5b4,1
ifDescr:  -> veth977ec4d,1
ifDescr:  -> veth985c978,1
ifDescr:  -> veth9947dc0,1
ifDescr:  -> veth99613a8,1
ifDescr:  -> veth9a1cb87,1
ifDescr:  -> veth9a7251b,1
ifDescr:  -> veth9a73dd6,1
ifDescr:  -> veth9a9b3f8,1
ifDescr:  -> veth9aa1d6b,1
ifDescr:  -> veth9aada82,1
ifDescr:  -> veth9abb5ce,1
ifDescr:  -> veth9cbb605,1
ifDescr:  -> veth9d2b9d9,1
ifDescr:  -> veth9d9c6ce,1
ifDescr:  -> veth9e34936,1
ifDescr:  -> veth9e5f0fb,1
ifDescr:  -> veth9e9c50f,1
ifDescr:  -> vetha0449aa,1
ifDescr:  -> vetha0b19a3,1
ifDescr:  -> vetha1378c6,1
ifDescr:  -> vetha1a1ea7,1
ifDescr:  -> vetha238a2a,1
ifDescr:  -> vetha33f743,1
ifDescr:  -> vetha3c190d,1
ifDescr:  -> vetha4f5a87,1
ifDescr:  -> vetha691fc9,1
ifDescr:  -> vetha8553e9,1
ifDescr:  -> vetha948a60,1
ifDescr:  -> vetha9bd625,1
ifDescr:  -> vethaa83059,1
ifDescr:  -> vethaa8e799,1
ifDescr:  -> vethaace319,1
ifDescr:  -> vethaaf82fa,1
ifDescr:  -> vethab0689a,1
ifDescr:  -> vethab4ff1c,1
ifDescr:  -> vethab91e6f,1
ifDescr:  -> vethac0ecf0,1
ifDescr:  -> vethacf1f4a,1
ifDescr:  -> vethacf224b,1
ifDescr:  -> vethad4a079,1
ifDescr:  -> vethaf18a6b,1
ifDescr:  -> vethafbc7f0,1
ifDescr:  -> vethafc5ca7,1
ifDescr:  -> vethb09db35,1
ifDescr:  -> vethb0cb6ee,1
ifDescr:  -> vethb1a87a6,1
ifDescr:  -> vethb1ff971,1
ifDescr:  -> vethb21832f,1
ifDescr:  -> vethb23ac8e,1
ifDescr:  -> vethb23ec8d,1
ifDescr:  -> vethb30bfed,1
ifDescr:  -> vethb313349,1
ifDescr:  -> vethb3ceb7b,1
ifDescr:  -> vethb4bf7c8,1
ifDescr:  -> vethb67cad3,1
ifDescr:  -> vethb71f0e3,1
ifDescr:  -> vethb764f69,1
ifDescr:  -> vethb7c0b5e,1
ifDescr:  -> vethb90286b,1
ifDescr:  -> vethb956565,1
ifDescr:  -> vethb97abfb,1
ifDescr:  -> vethb9e65ec,1
ifDescr:  -> vethbb07397,1
ifDescr:  -> vethbbe791d,1
ifDescr:  -> vethbc28615,1
ifDescr:  -> vethbcb6bb3,1
ifDescr:  -> vethbd9c95e,1
ifDescr:  -> vethbe1ccf4,1
ifDescr:  -> vethbff1828,1
ifDescr:  -> vethbff7fb7,1
ifDescr:  -> vethc013510,1
ifDescr:  -> vethc098226,1
ifDescr:  -> vethc0e8a9c,1
ifDescr:  -> vethc21239b,1
ifDescr:  -> vethc4009fb,1
ifDescr:  -> vethc40a7e8,1
ifDescr:  -> vethc5489f6,1
ifDescr:  -> vethc57ca10,1
ifDescr:  -> vethc620a25,1
ifDescr:  -> vethc70ef69,1
ifDescr:  -> vethc7466d6,1
ifDescr:  -> vethc82b2f4,1
ifDescr:  -> vethc92fd5d,1
ifDescr:  -> vethc9d8e96,1
ifDescr:  -> vethc9def0a,1
ifDescr:  -> vethcb2ae1f,1
ifDescr:  -> vethcbdbe03,1
ifDescr:  -> vethcd088ed,1
ifDescr:  -> vethcd8bc2f,1
ifDescr:  -> vethcddc842,1
ifDescr:  -> vethcfc95d1,1
ifDescr:  -> vethd10a923,1
ifDescr:  -> vethd170662,1
ifDescr:  -> vethd2c1dac,1
ifDescr:  -> vethd3a8ee1,1
ifDescr:  -> vethd59c443,1
ifDescr:  -> vethd5e0d00,1
ifDescr:  -> vethd617d8b,1
ifDescr:  -> vethd669b08,1
ifDescr:  -> vethd79319a,1
ifDescr:  -> vethd7e681d,1
ifDescr:  -> vethda98a94,1
ifDescr:  -> vethdac8a4c,1
ifDescr:  -> vethdb6cc03,1
ifDescr:  -> vethdb750e2,1
ifDescr:  -> vethdbc4603,1
ifDescr:  -> vethde031b7,1
ifDescr:  -> vethdf53948,1
ifDescr:  -> vethe04bb21,1
ifDescr:  -> vethe0ab73a,1
ifDescr:  -> vethe166914,1
ifDescr:  -> vethe281adc,1
ifDescr:  -> vethe29b56e,1
ifDescr:  -> vethe395802,1
ifDescr:  -> vethe4277f4,1
ifDescr:  -> vethe4ac027,1
ifDescr:  -> vethe7a5665,1
ifDescr:  -> vethe7d4c4b,1
ifDescr:  -> vethe81c0a0,1
ifDescr:  -> vethe978e03,1
ifDescr:  -> vethea3ad91,1
ifDescr:  -> vetheab613b,1
ifDescr:  -> vetheafdf68,1
ifDescr:  -> vetheb76793,1
ifDescr:  -> vethebdff49,1
ifDescr:  -> vethebee9e6,1
ifDescr:  -> vethebf0c09,1
ifDescr:  -> vethec39092,1
ifDescr:  -> vethec9beac,1
ifDescr:  -> vethecfd75d,1
ifDescr:  -> vethee2bba4,1
ifDescr:  -> vethef664b4,1
ifDescr:  -> vethefbba1d,1
ifDescr:  -> vethf10bd58,1
ifDescr:  -> vethf1fe693,1
ifDescr:  -> vethf2cbd66,1
ifDescr:  -> vethf493005,1
ifDescr:  -> vethf4a833d,1
ifDescr:  -> vethf5a0457,1
ifDescr:  -> vethf5d60a3,1
ifDescr:  -> vethf5f9b68,1
ifDescr:  -> vethf6a3f21,1
ifDescr:  -> vethf6b1b87,1
ifDescr:  -> vethf6b7665,1
ifDescr:  -> vethf7cbbf5,1
ifDescr:  -> vethf834560,1
ifDescr:  -> vethf8dac2c,1
ifDescr:  -> vethfa3cde8,1
ifDescr:  -> vethfb25880,1
ifDescr:  -> vethfc08c74,1
ifDescr:  -> vethfc7580b,1
ifDescr:  -> vethfd814c7,1
ifDescr:  -> vethfe0d328,1
ifDescr:  -> vethfee2126,1
ifDescr:  -> vlan109-SRV0009 devbriva,1
ifDescr:  -> vlan110-SRV0010 apibriva,1
ifDescr:  -> vlan111-SRV0011 billbcasyariah,1
ifDescr:  -> vlan112-SRV0012 apibcas,1
ifDescr:  -> vlan113-SRV0013 apibca,1
ifDescr:  -> vlan114-SRV0014 devapibca,1
ifDescr:  -> vlan115-SVR0015-EveNG,1
ifDescr:  -> vlan116-SVR0016-ServerImage,1
ifDescr:  -> vlan117-SVR0017-ServerPostgree,1
ifDescr:  -> vlan1200-Vyospujo,1
ifDescr:  -> vlan1680,1
ifDescr:  -> vlan1711-Core MLG PAS-SBY-MLG,1
ifDescr:  -> vlan1711-StarboyPAS Git,1
ifDescr:  -> vlan1901-OLT KantorC600,1
ifDescr:  -> vlan2211,1
ifDescr:  -> vlan2211-Local EVE,1
ifDescr:  -> vlan2502,1
ifDescr:  -> xgei-1/10/1,1
ifDescr:  -> xgei-1/10/2,1
ifDescr:  -> xgei-1/10/3,1
ifDescr:  -> xgei-1/10/4,1
ifDescr:  -> xgei-1/11/1,1
ifDescr:  -> xgei-1/11/2,1
ifDescr:  -> xgei-1/11/3,1
ifDescr:  -> xgei-1/11/4,1
Voltage under threshold: 0 V (< 2.7 V),1
Voltage under threshold: 0 V (< 2.8288 V),1
Voltage under threshold: 0 V (< 3.045 V),1
Voltage under threshold: 0 V (< 3.0583 V),1
Voltage under threshold: 0 V (< 43.8345 V),1
Voltage under threshold: 0 V (< 45.04745 V),1
ifDescr: Sony tri wijaya Villa bukit tidar A4 No 113 6285335145321 -> gpon_1/4/6,1
ifDescr: ether5_Server HP Proliant VYOS -> ether5_Server HP Proliant,1
ifDescr: ether6 -> ether6-Proliant DL380 gen9,1
dBm above threshold: 0 dBm (> -5.003 dBm),1
dBm above threshold: 2.612 dBm (> 2.499 dBm),1
dBm above threshold: 4.995 dBm (> 2.499 dBm),1
dBm under threshold: -20 dBm (< -18.239 dBm),1
dBm under threshold: -21.549 dBm (< -18.239 dBm),1
dBm under threshold: -40 dBm (< -15.2 dBm),1
ifDescr: gpon_olt-1/1/1 -> Damanhuri Jl Imam Bonjol Rt 04 Rw 03 Bugul Lor 6283895676147,1
ifDescr: vlan109-SRV0009 devbriva -> vlan109-SRV0009 Briva,1
ifDescr: vlan110-SRV0010 apibriva -> vlan110-SRV0010 BCAS,1
ifDescr: vlan111-SRV0011 billbcasyariah -> vlan111-SRV0011 Dev-BCA,1
ifDescr: vlan112-SRV0012 apibcas -> vlan112-SRV0012 Prod-BCA,1
ifDescr: vlan113-SRV0013 apibca -> vlan113-SRV0013 Service API,1
ifDescr: vlan2138-Core StarboyPAS toMLG -> vlan2138-Core StarboyPAS toMLG LINTAS,1
dBm under threshold: -40 dBm (< -16.4 dBm),1
ifDuplex:  -> unknown,1
dBm under threshold: -40 dBm (< -18.01 dBm),1
descr:  -> 1,1
descr:  -> 48,1
descr: 1 -> NULL,1
descr: 48 -> NULL,1
ifMtu:  -> 1452,1
type: olt kantor 1/2/3 -> NULL,1
ifAlias:  -> <pptp-LAN-PROLIANTX86-1>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-100>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-10>,1
ifMtu:  -> 65536,1
ifAlias:  -> <pptp-RemoteMLGPAS2-11>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-12>,1
ifMtu: 1450 -> NULL,1
ifAlias:  -> <pptp-RemoteMLGPAS2-13>,1
ifMtu: 1500 -> 1300,1
ifAlias:  -> <pptp-RemoteMLGPAS2-14>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-15>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-16>,1
ifName:  -> ppp118,1
ifName:  -> ppp130,1
ifName:  -> ppp142,1
ifName:  -> ppp174,1
ifName:  -> ppp176,1
ifName:  -> ppp178,1
ifName:  -> ppp18,1
ifName:  -> ppp180,1
ifName:  -> ppp186,1
ifName:  -> ppp193,1
ifName:  -> ppp208,1
ifName:  -> ppp214,1
ifName:  -> ppp228,1
ifName:  -> ppp236,1
ifName:  -> ppp239,1
ifName:  -> ppp262,1
ifName:  -> ppp27,1
ifAlias:  -> <pptp-RemoteMLGPAS2-17>,1
ifName:  -> ppp290,1
ifAlias:  -> <pptp-RemoteMLGPAS2-18>,1
ifName:  -> ppp306,1
ifName:  -> ppp317,1
ifName:  -> ppp327,1
ifName:  -> ppp328,1
ifName:  -> ppp340,1
ifName:  -> ppp36,1
ifName:  -> ppp370,1
ifName:  -> ppp373,1
ifName:  -> ppp374,1
ifName:  -> ppp389,1
ifName:  -> ppp390,1
ifAlias:  -> <pptp-RemoteMLGPAS2-19>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-1>,1
ifName:  -> ppp65,1
ifName:  -> ppp70,1
ifName:  -> ppp78,1
ifName:  -> ppp86,1
ifName:  -> ppp87,1
ifName:  -> ppp96,1
ifName:  -> ppp98,1
ifName:  -> ppp99,1
ifName:  -> vethebf0c09,1
ifName: ether5_Server HP Proliant VYOS -> ether5_Server HP Proliant,1
ifName: ether6 -> ether6-Proliant DL380 gen9,1
ifName: vlan109-SRV0009 devbriva -> vlan109-SRV0009 Briva,1
ifName: vlan110-SRV0010 apibriva -> vlan110-SRV0010 BCAS,1
ifName: vlan111-SRV0011 billbcasyariah -> vlan111-SRV0011 Dev-BCA,1
ifName: vlan112-SRV0012 apibcas -> vlan112-SRV0012 Prod-BCA,1
ifName: vlan113-SRV0013 apibca -> vlan113-SRV0013 Service API,1
ifName: vlan2138-Core StarboyPAS toMLG -> vlan2138-Core StarboyPAS toMLG LINTAS,1
ifAlias:  -> <pptp-RemoteMLGPAS2-20>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-21>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-22>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-23>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-24>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-25>,1
ifAlias:  -> <pptp-RemoteMLGPAS2-26>,1
ifPhysAddress:  -> 020d8de8c58d,1
ifPhysAddress:  -> 02626158560f,1
ifPhysAddress:  -> 026501f7a30a,1
ifPhysAddress:  -> 02a51f116b6f,1
ifPhysAddress:  -> 02ca44f983e8,1
ifPhysAddress:  -> 02ea98093483,1
ifPhysAddress:  -> 062b5975a741,1
ifPhysAddress:  -> 062f2597ff89,1
ifPhysAddress:  -> 06d48fda4cd5,1
ifAlias:  -> <pptp-RemoteMLGPAS2-27>,1
ifPhysAddress:  -> 0a1781373ea0,1
ifPhysAddress:  -> 0a18a00ef55e,1
ifPhysAddress:  -> 0a3dab250f6d,1
ifPhysAddress:  -> 0a5f12584e66,1
ifPhysAddress:  -> 0a65d906e6cf,1
ifPhysAddress:  -> 0a858393800e,1
ifPhysAddress:  -> 0a970df77b57,1
ifPhysAddress:  -> 0aa04c9b8794,1
ifPhysAddress:  -> 0ae7d3d6722a,1
ifPhysAddress:  -> 0e24406baabf,1
ifPhysAddress:  -> 0e2a9182ecdf,1
ifPhysAddress:  -> 0e4f39cb6c50,1
ifPhysAddress:  -> 0e605baa6047,1
ifPhysAddress:  -> 0ea52f33f2d0,1
